module_id,course_id,module_order,module_title,duration_minutes
540,66,2,Modul 2: Konsep Dasar,37.0
541,66,3,Modul 3: Studi Kasus 1,16.0
542,66,4,Modul 4: Praktik Langsung,22.0
543,66,5,Modul 5: Studi Kasus 2,45.0
544,67,1,Modul 1: Pengenalan & Overview,56.0
545,67,2,Modul 2: Konsep Dasar,52.0
546,67,3,Modul 3: Studi Kasus 1,25.0
547,67,4,Modul 4: Praktik Langsung,35.0
548,67,5,Modul 5: Studi Kasus 2,41.0
549,68,1,Modul 1: Pengenalan & Overview,
550,68,2,Modul 2: Konsep Dasar,15.0
551,68,3,Modul 3: Studi Kasus 1,52.0
552,68,4,Modul 4: Praktik Langsung,40.0
553,69,1,Modul 1: Pengenalan & Overview,11.0
554,69,2,Modul 2: Konsep Dasar,50.0
555,69,3,Modul 3: Studi Kasus 1,15.0
556,69,4,Modul 4: Praktik Langsung,17.0
557,69,5,Modul 5: Studi Kasus 2,35.0
558,69,6,Modul 6: Teknik Lanjutan,52.0
559,69,7,Modul 7: Tools & Best Practices,51.0
560,69,8,Modul 8: Project Mini,21.0
561,69,9,Modul 9: Evaluasi & Quiz,34.0
562,69,10,Modul 10: Studi Kasus Lanjutan,38.0
563,70,1,Modul 1: Pengenalan & Overview,38.0
564,70,2,Modul 2: Konsep Dasar,24.0
565,70,3,Modul 3: Studi Kasus 1,46.0
566,70,4,Modul 4: Praktik Langsung,58.0
567,70,5,Modul 5: Studi Kasus 2,16.0
568,70,6,Modul 6: Teknik Lanjutan,32.0
569,71,1,Modul 1: Pengenalan & Overview,36.0
570,71,2,Modul 2: Konsep Dasar,47.0
571,71,3,Modul 3: Studi Kasus 1,13.0
572,71,4,Modul 4: Praktik Langsung,43.0
573,71,5,Modul 5: Studi Kasus 2,44.0
574,71,6,Modul 6: Teknik Lanjutan,40.0
575,71,7,Modul 7: Tools & Best Practices,25.0
576,71,8,Modul 8: Project Mini,15.0
577,72,1,Modul 1: Pengenalan & Overview,55.0
578,72,2,Modul 2: Konsep Dasar,46.0
579,72,3,Modul 3: Studi Kasus 1,46.0
580,72,4,Modul 4: Praktik Langsung,49.0
581,72,5,Modul 5: Studi Kasus 2,58.0
582,72,6,Modul 6: Teknik Lanjutan,20.0
583,72,7,Modul 7: Tools & Best Practices,22.0
584,72,8,Modul 8: Project Mini,37.0
585,72,9,Modul 9: Evaluasi & Quiz,53.0
586,72,10,Modul 10: Studi Kasus Lanjutan,50.0
587,73,1,Modul 1: Pengenalan & Overview,48.0
588,73,2,Modul 2: Konsep Dasar,56.0
589,73,3,Modul 3: Studi Kasus 1,14.0
590,73,4,Modul 4: Praktik Langsung,45.0
591,73,5,Modul 5: Studi Kasus 2,30.0
592,73,6,Modul 6: Teknik Lanjutan,43.0
593,73,7,Modul 7: Tools & Best Practices,10.0
594,73,8,Modul 8: Project Mini,49.0
595,74,1,Modul 1: Pengenalan & Overview,60.0
596,74,2,Modul 2: Konsep Dasar,36.0
597,74,3,Modul 3: Studi Kasus 1,46.0
598,74,4,Modul 4: Praktik Langsung,58.0
599,74,5,Modul 5: Studi Kasus 2,16.0
600,74,6,Modul 6: Teknik Lanjutan,46.0
601,74,7,Modul 7: Tools & Best Practices,60.0
602,75,1,Modul 1: Pengenalan & Overview,44.0
603,75,2,Modul 2: Konsep Dasar,36.0
604,75,3,Modul 3: Studi Kasus 1,51.0
605,75,4,Modul 4: Praktik Langsung,48.0
606,75,5,Modul 5: Studi Kasus 2,21.0
607,75,6,Modul 6: Teknik Lanjutan,19.0
608,75,7,Modul 7: Tools & Best Practices,53.0
609,75,8,Modul 8: Project Mini,12.0
610,75,9,Modul 9: Evaluasi & Quiz,31.0
611,75,10,Modul 10: Studi Kasus Lanjutan,13.0
612,75,11,Modul 11: Optimasi & Tips,27.0
613,76,1,Modul 1: Pengenalan & Overview,11.0
614,76,2,Modul 2: Konsep Dasar,60.0
615,76,3,Modul 3: Studi Kasus 1,27.0
616,76,4,Modul 4: Praktik Langsung,54.0
617,76,5,Modul 5: Studi Kasus 2,24.0
618,76,6,Modul 6: Teknik Lanjutan,57.0
619,76,7,Modul 7: Tools & Best Practices,30.0
620,76,8,Modul 8: Project Mini,36.0
621,76,9,Modul 9: Evaluasi & Quiz,15.0
622,77,1,Modul 1: Pengenalan & Overview,23.0
623,77,2,Modul 2: Konsep Dasar,36.0
624,77,3,Modul 3: Studi Kasus 1,58.0
625,77,4,Modul 4: Praktik Langsung,33.0
626,77,5,Modul 5: Studi Kasus 2,42.0
627,77,6,Modul 6: Teknik Lanjutan,14.0
628,77,7,Modul 7: Tools & Best Practices,42.0
629,77,8,Modul 8: Project Mini,59.0
630,78,1,Modul 1: Pengenalan & Overview,46.0
631,78,2,Modul 2: Konsep Dasar,22.0
632,78,3,Modul 3: Studi Kasus 1,22.0
633,78,4,Modul 4: Praktik Langsung,25.0
634,78,5,Modul 5: Studi Kasus 2,13.0
635,78,6,Modul 6: Teknik Lanjutan,55.0
636,78,7,Modul 7: Tools & Best Practices,33.0
637,78,8,Modul 8: Project Mini,42.0
638,78,9,Modul 9: Evaluasi & Quiz,17.0
639,78,10,Modul 10: Studi Kasus Lanjutan,25.0
640,78,11,Modul 11: Optimasi & Tips,48.0
641,78,12,Modul 12: Final Project,40.0
642,79,1,Modul 1: Pengenalan & Overview,32.0
643,79,2,Modul 2: Konsep Dasar,26.0
644,79,3,Modul 3: Studi Kasus 1,54.0
645,79,4,Modul 4: Praktik Langsung,11.0
646,79,5,Modul 5: Studi Kasus 2,20.0
647,79,6,Modul 6: Teknik Lanjutan,59.0
648,79,7,Modul 7: Tools & Best Practices,24.0
649,79,8,Modul 8: Project Mini,53.0
650,79,9,Modul 9: Evaluasi & Quiz,51.0
651,79,10,Modul 10: Studi Kasus Lanjutan,11.0
652,79,11,Modul 11: Optimasi & Tips,59.0
653,79,12,Modul 12: Final Project,40.0
654,80,1,Modul 1: Pengenalan & Overview,51.0
655,80,2,Modul 2: Konsep Dasar,10.0
656,80,3,Modul 3: Studi Kasus 1,48.0
657,80,4,Modul 4: Praktik Langsung,29.0
658,80,5,Modul 5: Studi Kasus 2,55.0
659,80,6,Modul 6: Teknik Lanjutan,37.0
660,80,7,Modul 7: Tools & Best Practices,32.0
661,80,8,Modul 8: Project Mini,23.0
662,81,1,Modul 1: Pengenalan & Overview,53.0
663,81,2,Modul 2: Konsep Dasar,49.0
664,81,3,Modul 3: Studi Kasus 1,
665,81,4,Modul 4: Praktik Langsung,52.0
666,81,5,Modul 5: Studi Kasus 2,33.0
667,81,6,Modul 6: Teknik Lanjutan,48.0
668,81,7,Modul 7: Tools & Best Practices,29.0
669,81,8,Modul 8: Project Mini,40.0
670,81,9,Modul 9: Evaluasi & Quiz,27.0
671,81,10,Modul 10: Studi Kasus Lanjutan,27.0
672,81,11,Modul 11: Optimasi & Tips,55.0
673,82,1,Modul 1: Pengenalan & Overview,51.0
674,82,2,Modul 2: Konsep Dasar,19.0
675,82,3,Modul 3: Studi Kasus 1,25.0
676,82,4,Modul 4: Praktik Langsung,48.0
677,82,5,Modul 5: Studi Kasus 2,30.0
678,82,6,Modul 6: Teknik Lanjutan,56.0
679,83,1,Modul 1: Pengenalan & Overview,41.0
680,83,2,Modul 2: Konsep Dasar,26.0
681,83,3,Modul 3: Studi Kasus 1,35.0
682,83,4,Modul 4: Praktik Langsung,12.0
683,83,5,Modul 5: Studi Kasus 2,46.0
684,84,1,Modul 1: Pengenalan & Overview,31.0
685,84,2,Modul 2: Konsep Dasar,24.0
686,84,3,Modul 3: Studi Kasus 1,50.0
687,84,4,Modul 4: Praktik Langsung,52.0
688,84,5,Modul 5: Studi Kasus 2,29.0
689,84,6,Modul 6: Teknik Lanjutan,52.0
690,84,7,Modul 7: Tools & Best Practices,21.0
691,85,1,Modul 1: Pengenalan & Overview,40.0
692,85,2,Modul 2: Konsep Dasar,26.0
693,85,3,Modul 3: Studi Kasus 1,45.0
694,85,4,Modul 4: Praktik Langsung,21.0
695,85,5,Modul 5: Studi Kasus 2,31.0
696,85,6,Modul 6: Teknik Lanjutan,24.0
697,85,7,Modul 7: Tools & Best Practices,57.0
698,85,8,Modul 8: Project Mini,36.0
699,85,9,Modul 9: Evaluasi & Quiz,31.0
700,85,10,Modul 10: Studi Kasus Lanjutan,47.0
701,85,11,Modul 11: Optimasi & Tips,17.0
702,86,1,Modul 1: Pengenalan & Overview,50.0
703,86,2,Modul 2: Konsep Dasar,49.0
704,86,3,Modul 3: Studi Kasus 1,22.0
705,86,4,Modul 4: Praktik Langsung,53.0
706,86,5,Modul 5: Studi Kasus 2,29.0
707,86,6,Modul 6: Teknik Lanjutan,19.0
708,86,7,Modul 7: Tools & Best Practices,22.0
709,87,1,Modul 1: Pengenalan & Overview,46.0
710,87,2,Modul 2: Konsep Dasar,39.0
711,87,3,Modul 3: Studi Kasus 1,55.0
712,87,4,Modul 4: Praktik Langsung,15.0
713,87,5,Modul 5: Studi Kasus 2,50.0
714,87,6,Modul 6: Teknik Lanjutan,30.0
715,87,7,Modul 7: Tools & Best Practices,10.0
716,87,8,Modul 8: Project Mini,23.0
717,87,9,Modul 9: Evaluasi & Quiz,20.0
718,87,10,Modul 10: Studi Kasus Lanjutan,20.0
719,88,1,Modul 1: Pengenalan & Overview,58.0
720,88,2,Modul 2: Konsep Dasar,18.0
721,88,3,Modul 3: Studi Kasus 1,50.0
722,88,4,Modul 4: Praktik Langsung,37.0
723,88,5,Modul 5: Studi Kasus 2,
724,88,6,Modul 6: Teknik Lanjutan,44.0
725,88,7,Modul 7: Tools & Best Practices,33.0
726,88,8,Modul 8: Project Mini,30.0
727,89,1,Modul 1: Pengenalan & Overview,43.0
728,89,2,Modul 2: Konsep Dasar,
729,89,3,Modul 3: Studi Kasus 1,56.0
730,89,4,Modul 4: Praktik Langsung,54.0
731,89,5,Modul 5: Studi Kasus 2,29.0
732,89,6,Modul 6: Teknik Lanjutan,34.0
733,89,7,Modul 7: Tools & Best Practices,29.0
734,89,8,Modul 8: Project Mini,12.0
735,89,9,Modul 9: Evaluasi & Quiz,28.0
736,89,10,Modul 10: Studi Kasus Lanjutan,43.0
737,90,1,Modul 1: Pengenalan & Overview,31.0
738,90,2,Modul 2: Konsep Dasar,53.0
739,90,3,Modul 3: Studi Kasus 1,31.0
740,90,4,Modul 4: Praktik Langsung,41.0
741,90,5,Modul 5: Studi Kasus 2,22.0
742,90,6,Modul 6: Teknik Lanjutan,
743,91,1,Modul 1: Pengenalan & Overview,24.0
744,91,2,Modul 2: Konsep Dasar,18.0
745,91,3,Modul 3: Studi Kasus 1,11.0
746,91,4,Modul 4: Praktik Langsung,20.0
747,91,5,Modul 5: Studi Kasus 2,55.0
748,91,6,Modul 6: Teknik Lanjutan,12.0
749,91,7,Modul 7: Tools & Best Practices,50.0
750,91,8,Modul 8: Project Mini,44.0
751,91,9,Modul 9: Evaluasi & Quiz,48.0
752,91,10,Modul 10: Studi Kasus Lanjutan,52.0
753,91,11,Modul 11: Optimasi & Tips,11.0
754,92,1,Modul 1: Pengenalan & Overview,17.0
755,92,2,Modul 2: Konsep Dasar,34.0
756,92,3,Modul 3: Studi Kasus 1,26.0
757,92,4,Modul 4: Praktik Langsung,19.0
758,93,1,Modul 1: Pengenalan & Overview,53.0
759,93,2,Modul 2: Konsep Dasar,29.0
760,93,3,Modul 3: Studi Kasus 1,16.0
761,93,4,Modul 4: Praktik Langsung,27.0
762,93,5,Modul 5: Studi Kasus 2,54.0
763,93,6,Modul 6: Teknik Lanjutan,16.0
764,93,7,Modul 7: Tools & Best Practices,49.0
765,94,1,Modul 1: Pengenalan & Overview,17.0
766,94,2,Modul 2: Konsep Dasar,41.0
767,94,3,Modul 3: Studi Kasus 1,22.0
768,94,4,Modul 4: Praktik Langsung,43.0
769,94,5,Modul 5: Studi Kasus 2,32.0
770,94,6,Modul 6: Teknik Lanjutan,28.0
771,95,1,Modul 1: Pengenalan & Overview,45.0
772,95,2,Modul 2: Konsep Dasar,23.0
773,95,3,Modul 3: Studi Kasus 1,40.0
774,95,4,Modul 4: Praktik Langsung,
775,95,5,Modul 5: Studi Kasus 2,15.0
776,96,1,Modul 1: Pengenalan & Overview,46.0
777,96,2,Modul 2: Konsep Dasar,19.0
778,96,3,Modul 3: Studi Kasus 1,59.0
779,96,4,Modul 4: Praktik Langsung,56.0
780,96,5,Modul 5: Studi Kasus 2,26.0
781,96,6,Modul 6: Teknik Lanjutan,39.0
782,96,7,Modul 7: Tools & Best Practices,28.0
783,96,8,Modul 8: Project Mini,13.0
784,96,9,Modul 9: Evaluasi & Quiz,21.0
785,96,10,Modul 10: Studi Kasus Lanjutan,28.0
786,97,1,Modul 1: Pengenalan & Overview,53.0
787,97,2,Modul 2: Konsep Dasar,57.0
788,97,3,Modul 3: Studi Kasus 1,58.0
789,97,4,Modul 4: Praktik Langsung,10.0
790,97,5,Modul 5: Studi Kasus 2,52.0
791,97,6,Modul 6: Teknik Lanjutan,31.0
792,97,7,Modul 7: Tools & Best Practices,38.0
793,97,8,Modul 8: Project Mini,27.0
794,97,9,Modul 9: Evaluasi & Quiz,15.0
795,98,1,Modul 1: Pengenalan & Overview,31.0
796,98,2,Modul 2: Konsep Dasar,35.0
797,98,3,Modul 3: Studi Kasus 1,39.0
798,98,4,Modul 4: Praktik Langsung,34.0
799,99,1,Modul 1: Pengenalan & Overview,40.0
800,99,2,Modul 2: Konsep Dasar,51.0
801,99,3,Modul 3: Studi Kasus 1,20.0
802,99,4,Modul 4: Praktik Langsung,54.0
803,99,5,Modul 5: Studi Kasus 2,20.0
804,99,6,Modul 6: Teknik Lanjutan,47.0
805,99,7,Modul 7: Tools & Best Practices,46.0
806,99,8,Modul 8: Project Mini,21.0
807,100,1,Modul 1: Pengenalan & Overview,59.0
808,100,2,Modul 2: Konsep Dasar,11.0
809,100,3,Modul 3: Studi Kasus 1,56.0
810,100,4,Modul 4: Praktik Langsung,18.0
811,100,5,Modul 5: Studi Kasus 2,41.0
812,100,6,Modul 6: Teknik Lanjutan,36.0
813,100,7,Modul 7: Tools & Best Practices,14.0
814,101,1,Modul 1: Pengenalan & Overview,
815,101,2,Modul 2: Konsep Dasar,53.0
816,101,3,Modul 3: Studi Kasus 1,57.0
817,101,4,Modul 4: Praktik Langsung,46.0
818,101,5,Modul 5: Studi Kasus 2,52.0
819,102,1,Modul 1: Pengenalan & Overview,43.0
820,102,2,Modul 2: Konsep Dasar,54.0
821,102,3,Modul 3: Studi Kasus 1,37.0
822,102,4,Modul 4: Praktik Langsung,25.0
823,102,5,Modul 5: Studi Kasus 2,52.0
824,102,6,Modul 6: Teknik Lanjutan,34.0
825,102,7,Modul 7: Tools & Best Practices,45.0
826,102,8,Modul 8: Project Mini,49.0
827,102,9,Modul 9: Evaluasi & Quiz,51.0
828,102,10,Modul 10: Studi Kasus Lanjutan,42.0
829,102,11,Modul 11: Optimasi & Tips,41.0
830,102,12,Modul 12: Final Project,14.0
831,103,1,Modul 1: Pengenalan & Overview,30.0
832,103,2,Modul 2: Konsep Dasar,27.0
833,103,3,Modul 3: Studi Kasus 1,24.0
834,103,4,Modul 4: Praktik Langsung,34.0
835,103,5,Modul 5: Studi Kasus 2,25.0
836,103,6,Modul 6: Teknik Lanjutan,38.0
837,103,7,Modul 7: Tools & Best Practices,38.0
838,103,8,Modul 8: Project Mini,41.0
839,103,9,Modul 9: Evaluasi & Quiz,17.0
840,103,10,Modul 10: Studi Kasus Lanjutan,57.0
841,104,1,Modul 1: Pengenalan & Overview,16.0
842,104,2,Modul 2: Konsep Dasar,12.0
843,104,3,Modul 3: Studi Kasus 1,10.0
844,104,4,Modul 4: Praktik Langsung,60.0
845,104,5,Modul 5: Studi Kasus 2,49.0
846,104,6,Modul 6: Teknik Lanjutan,42.0
847,104,7,Modul 7: Tools & Best Practices,51.0
848,104,8,Modul 8: Project Mini,31.0
849,104,9,Modul 9: Evaluasi & Quiz,13.0
850,105,1,Modul 1: Pengenalan & Overview,39.0
851,105,2,Modul 2: Konsep Dasar,59.0
852,105,3,Modul 3: Studi Kasus 1,40.0
853,105,4,Modul 4: Praktik Langsung,33.0
854,105,5,Modul 5: Studi Kasus 2,17.0
855,105,6,Modul 6: Teknik Lanjutan,52.0
856,105,7,Modul 7: Tools & Best Practices,31.0
857,105,8,Modul 8: Project Mini,50.0
858,105,9,Modul 9: Evaluasi & Quiz,28.0
859,105,10,Modul 10: Studi Kasus Lanjutan,33.0
860,105,11,Modul 11: Optimasi & Tips,12.0
861,106,1,Modul 1: Pengenalan & Overview,41.0
862,106,2,Modul 2: Konsep Dasar,55.0
863,106,3,Modul 3: Studi Kasus 1,36.0
864,106,4,Modul 4: Praktik Langsung,49.0
865,106,5,Modul 5: Studi Kasus 2,17.0
866,106,6,Modul 6: Teknik Lanjutan,35.0
867,106,7,Modul 7: Tools & Best Practices,60.0
868,106,8,Modul 8: Project Mini,31.0
869,106,9,Modul 9: Evaluasi & Quiz,36.0
870,106,10,Modul 10: Studi Kasus Lanjutan,50.0
871,106,11,Modul 11: Optimasi & Tips,47.0
872,107,1,Modul 1: Pengenalan & Overview,38.0
873,107,2,Modul 2: Konsep Dasar,47.0
874,107,3,Modul 3: Studi Kasus 1,18.0
875,107,4,Modul 4: Praktik Langsung,10.0
876,107,5,Modul 5: Studi Kasus 2,13.0
877,107,6,Modul 6: Teknik Lanjutan,37.0
878,107,7,Modul 7: Tools & Best Practices,40.0
879,107,8,Modul 8: Project Mini,59.0
880,107,9,Modul 9: Evaluasi & Quiz,21.0
881,107,10,Modul 10: Studi Kasus Lanjutan,21.0
882,108,1,Modul 1: Pengenalan & Overview,18.0
883,108,2,Modul 2: Konsep Dasar,52.0
884,108,3,Modul 3: Studi Kasus 1,30.0
885,108,4,Modul 4: Praktik Langsung,34.0
886,108,5,Modul 5: Studi Kasus 2,48.0
887,108,6,Modul 6: Teknik Lanjutan,58.0
888,109,1,Modul 1: Pengenalan & Overview,35.0
889,109,2,Modul 2: Konsep Dasar,28.0
890,109,3,Modul 3: Studi Kasus 1,18.0
891,109,4,Modul 4: Praktik Langsung,48.0
892,109,5,Modul 5: Studi Kasus 2,57.0
893,109,6,Modul 6: Teknik Lanjutan,54.0
894,109,7,Modul 7: Tools & Best Practices,30.0
895,109,8,Modul 8: Project Mini,45.0
896,109,9,Modul 9: Evaluasi & Quiz,22.0
897,109,10,Modul 10: Studi Kasus Lanjutan,55.0
898,109,11,Modul 11: Optimasi & Tips,32.0
899,109,12,Modul 12: Final Project,18.0
900,110,1,Modul 1: Pengenalan & Overview,51.0
901,110,2,Modul 2: Konsep Dasar,21.0
902,110,3,Modul 3: Studi Kasus 1,54.0
903,110,4,Modul 4: Praktik Langsung,55.0
904,110,5,Modul 5: Studi Kasus 2,32.0
905,110,6,Modul 6: Teknik Lanjutan,47.0
906,110,7,Modul 7: Tools & Best Practices,52.0
907,110,8,Modul 8: Project Mini,53.0
908,110,9,Modul 9: Evaluasi & Quiz,44.0
909,110,10,Modul 10: Studi Kasus Lanjutan,37.0
910,110,11,Modul 11: Optimasi & Tips,43.0
911,111,1,Modul 1: Pengenalan & Overview,34.0
912,111,2,Modul 2: Konsep Dasar,52.0
913,111,3,Modul 3: Studi Kasus 1,27.0
914,111,4,Modul 4: Praktik Langsung,20.0
915,111,5,Modul 5: Studi Kasus 2,53.0
916,111,6,Modul 6: Teknik Lanjutan,13.0
917,111,7,Modul 7: Tools & Best Practices,28.0
918,111,8,Modul 8: Project Mini,44.0
919,111,9,Modul 9: Evaluasi & Quiz,38.0
920,111,10,Modul 10: Studi Kasus Lanjutan,53.0
921,111,11,Modul 11: Optimasi & Tips,24.0
922,111,12,Modul 12: Final Project,45.0
923,112,1,Modul 1: Pengenalan & Overview,42.0
924,112,2,Modul 2: Konsep Dasar,54.0
925,112,3,Modul 3: Studi Kasus 1,52.0
926,112,4,Modul 4: Praktik Langsung,34.0
927,112,5,Modul 5: Studi Kasus 2,60.0
928,113,1,Modul 1: Pengenalan & Overview,30.0
929,113,2,Modul 2: Konsep Dasar,
930,113,3,Modul 3: Studi Kasus 1,26.0
931,113,4,Modul 4: Praktik Langsung,59.0
932,113,5,Modul 5: Studi Kasus 2,38.0
933,114,1,Modul 1: Pengenalan & Overview,50.0
934,114,2,Modul 2: Konsep Dasar,51.0
935,114,3,Modul 3: Studi Kasus 1,47.0
936,114,4,Modul 4: Praktik Langsung,48.0
937,114,5,Modul 5: Studi Kasus 2,56.0
938,114,6,Modul 6: Teknik Lanjutan,28.0
939,114,7,Modul 7: Tools & Best Practices,53.0
940,114,8,Modul 8: Project Mini,21.0
941,115,1,Modul 1: Pengenalan & Overview,17.0
942,115,2,Modul 2: Konsep Dasar,37.0
943,115,3,Modul 3: Studi Kasus 1,26.0
944,115,4,Modul 4: Praktik Langsung,47.0
945,115,5,Modul 5: Studi Kasus 2,10.0
946,115,6,Modul 6: Teknik Lanjutan,55.0
947,116,1,Modul 1: Pengenalan & Overview,12.0
948,116,2,Modul 2: Konsep Dasar,30.0
949,116,3,Modul 3: Studi Kasus 1,59.0
950,116,4,Modul 4: Praktik Langsung,49.0
951,116,5,Modul 5: Studi Kasus 2,29.0
952,116,6,Modul 6: Teknik Lanjutan,46.0
953,116,7,Modul 7: Tools & Best Practices,14.0
954,116,8,Modul 8: Project Mini,30.0
955,116,9,Modul 9: Evaluasi & Quiz,21.0
956,116,10,Modul 10: Studi Kasus Lanjutan,60.0
957,116,11,Modul 11: Optimasi & Tips,36.0
958,117,1,Modul 1: Pengenalan & Overview,35.0
959,117,2,Modul 2: Konsep Dasar,24.0
960,117,3,Modul 3: Studi Kasus 1,52.0
961,117,4,Modul 4: Praktik Langsung,33.0
962,117,5,Modul 5: Studi Kasus 2,58.0
963,117,6,Modul 6: Teknik Lanjutan,40.0
964,117,7,Modul 7: Tools & Best Practices,58.0
965,117,8,Modul 8: Project Mini,10.0
966,117,9,Modul 9: Evaluasi & Quiz,32.0
967,117,10,Modul 10: Studi Kasus Lanjutan,51.0
968,117,11,Modul 11: Optimasi & Tips,49.0
969,117,12,Modul 12: Final Project,12.0
970,118,1,Modul 1: Pengenalan & Overview,30.0
971,118,2,Modul 2: Konsep Dasar,60.0
972,118,3,Modul 3: Studi Kasus 1,34.0
973,118,4,Modul 4: Praktik Langsung,56.0
974,118,5,Modul 5: Studi Kasus 2,43.0
975,118,6,Modul 6: Teknik Lanjutan,33.0
976,118,7,Modul 7: Tools & Best Practices,42.0
977,118,8,Modul 8: Project Mini,12.0
978,119,1,Modul 1: Pengenalan & Overview,51.0
979,119,2,Modul 2: Konsep Dasar,42.0
980,119,3,Modul 3: Studi Kasus 1,16.0
981,119,4,Modul 4: Praktik Langsung,59.0
982,119,5,Modul 5: Studi Kasus 2,10.0
983,119,6,Modul 6: Teknik Lanjutan,23.0
984,119,7,Modul 7: Tools & Best Practices,59.0
985,119,8,Modul 8: Project Mini,53.0
986,120,1,Modul 1: Pengenalan & Overview,16.0
987,120,2,Modul 2: Konsep Dasar,54.0
988,120,3,Modul 3: Studi Kasus 1,57.0
989,120,4,Modul 4: Praktik Langsung,51.0
990,121,1,Modul 1: Pengenalan & Overview,14.0
991,121,2,Modul 2: Konsep Dasar,19.0
992,121,3,Modul 3: Studi Kasus 1,55.0
993,121,4,Modul 4: Praktik Langsung,15.0
994,121,5,Modul 5: Studi Kasus 2,21.0
995,121,6,Modul 6: Teknik Lanjutan,45.0
996,121,7,Modul 7: Tools & Best Practices,24.0
997,122,1,Modul 1: Pengenalan & Overview,36.0
998,122,2,Modul 2: Konsep Dasar,50.0
999,122,3,Modul 3: Studi Kasus 1,
1000,122,4,Modul 4: Praktik Langsung,53.0
1001,123,1,Modul 1: Pengenalan & Overview,10.0
1002,123,2,Modul 2: Konsep Dasar,49.0
1003,123,3,Modul 3: Studi Kasus 1,57.0
1004,123,4,Modul 4: Praktik Langsung,54.0
1005,123,5,Modul 5: Studi Kasus 2,32.0
1006,123,6,Modul 6: Teknik Lanjutan,16.0
1007,123,7,Modul 7: Tools & Best Practices,53.0
1008,123,8,Modul 8: Project Mini,15.0
1009,124,1,Modul 1: Pengenalan & Overview,38.0
1010,124,2,Modul 2: Konsep Dasar,52.0
1011,124,3,Modul 3: Studi Kasus 1,20.0
1012,124,4,Modul 4: Praktik Langsung,18.0
1013,124,5,Modul 5: Studi Kasus 2,60.0
1014,124,6,Modul 6: Teknik Lanjutan,44.0
1015,125,1,Modul 1: Pengenalan & Overview,50.0
1016,125,2,Modul 2: Konsep Dasar,53.0
1017,125,3,Modul 3: Studi Kasus 1,60.0
1018,125,4,Modul 4: Praktik Langsung,51.0
1019,125,5,Modul 5: Studi Kasus 2,10.0
1020,126,1,Modul 1: Pengenalan & Overview,45.0
1021,126,2,Modul 2: Konsep Dasar,
1022,126,3,Modul 3: Studi Kasus 1,48.0
1023,126,4,Modul 4: Praktik Langsung,45.0
1024,126,5,Modul 5: Studi Kasus 2,29.0
1025,126,6,Modul 6: Teknik Lanjutan,57.0
1026,126,7,Modul 7: Tools & Best Practices,32.0
1027,126,8,Modul 8: Project Mini,51.0
1028,126,9,Modul 9: Evaluasi & Quiz,19.0
1029,126,10,Modul 10: Studi Kasus Lanjutan,24.0
1030,127,1,Modul 1: Pengenalan & Overview,26.0
1031,127,2,Modul 2: Konsep Dasar,21.0
1032,127,3,Modul 3: Studi Kasus 1,46.0
1033,127,4,Modul 4: Praktik Langsung,58.0
1034,127,5,Modul 5: Studi Kasus 2,45.0
1035,128,1,Modul 1: Pengenalan & Overview,45.0
1036,128,2,Modul 2: Konsep Dasar,52.0
1037,128,3,Modul 3: Studi Kasus 1,16.0
1038,128,4,Modul 4: Praktik Langsung,47.0
1039,128,5,Modul 5: Studi Kasus 2,31.0
1040,128,6,Modul 6: Teknik Lanjutan,52.0
1041,128,7,Modul 7: Tools & Best Practices,16.0
1042,128,8,Modul 8: Project Mini,14.0
1043,128,9,Modul 9: Evaluasi & Quiz,30.0
1044,128,10,Modul 10: Studi Kasus Lanjutan,31.0
1045,128,11,Modul 11: Optimasi & Tips,29.0
1046,129,1,Modul 1: Pengenalan & Overview,19.0
1047,129,2,Modul 2: Konsep Dasar,33.0
1048,129,3,Modul 3: Studi Kasus 1,37.0
1049,129,4,Modul 4: Praktik Langsung,30.0
1050,130,1,Modul 1: Pengenalan & Overview,24.0
1051,130,2,Modul 2: Konsep Dasar,51.0
1052,130,3,Modul 3: Studi Kasus 1,33.0
1053,130,4,Modul 4: Praktik Langsung,56.0
1054,130,5,Modul 5: Studi Kasus 2,40.0
1055,130,6,Modul 6: Teknik Lanjutan,32.0
1056,130,7,Modul 7: Tools & Best Practices,41.0
1057,130,8,Modul 8: Project Mini,21.0
1058,130,9,Modul 9: Evaluasi & Quiz,15.0
1059,130,10,Modul 10: Studi Kasus Lanjutan,18.0
1060,130,11,Modul 11: Optimasi & Tips,22.0
1061,131,1,Modul 1: Pengenalan & Overview,50.0
1062,131,2,Modul 2: Konsep Dasar,14.0
1063,131,3,Modul 3: Studi Kasus 1,42.0
1064,131,4,Modul 4: Praktik Langsung,47.0
1065,131,5,Modul 5: Studi Kasus 2,59.0
1066,132,1,Modul 1: Pengenalan & Overview,12.0
1067,132,2,Modul 2: Konsep Dasar,44.0
1068,132,3,Modul 3: Studi Kasus 1,44.0
1069,132,4,Modul 4: Praktik Langsung,59.0
1070,132,5,Modul 5: Studi Kasus 2,35.0
1071,132,6,Modul 6: Teknik Lanjutan,59.0
1072,132,7,Modul 7: Tools & Best Practices,28.0
1073,132,8,Modul 8: Project Mini,42.0
1074,132,9,Modul 9: Evaluasi & Quiz,35.0
1075,132,10,Modul 10: Studi Kasus Lanjutan,10.0
1076,132,11,Modul 11: Optimasi & Tips,49.0
