enrollment_id,user_id,course_id,enrollment_date,enrollment_source
2186,1361,264,2026-02-02,ads
2187,228,256,2025-01-11,ads
2188,1991,231,2026-04-30,organic
2189,1934,69,2026-03-15,promo
2190,544,62,2026-02-05,promo
2191,919,25,2026-07-06,organic
2192,1190,155,2025-07-18,organic
2193,491,15,2025-11-23,organic
2194,1927,143,2026-07-30,ads
2195,1808,132,2025-10-03,promo
2196,904,86,2025-02-16,referral
2197,391,273,2026-01-29,ads
2198,774,270,2026-04-08,promo
2199,567,217,2025-07-20,promo
2200,318,195,2026-07-28,promo
2201,225,71,2025-06-02,organic
2202,619,134,2026-07-13,referral
2203,917,207,2024-12-22,promo
2204,1314,84,2025-10-19,ads
2205,252,254,2026-05-30,ads
2206,180,297,2026-02-19,referral
2207,1869,209,2025-07-29,promo
2208,393,70,2025-09-05,organic
2209,944,22,2026-03-16,promo
2210,514,44,2026-02-09,ads
2211,614,47,2026-05-08,referral
2212,726,66,2026-06-02,organic
2213,1275,93,2025-05-03,promo
2214,823,229,2026-06-30,referral
2215,1785,108,2025-01-18,promo
2216,466,274,2025-08-12,organic
2217,1164,110,2026-01-01,organic
2218,818,164,2026-06-09,referral
2219,1260,278,2024-08-30,organic
2220,1681,226,2026-06-05,ads
2221,321,273,2025-03-08,promo
2222,638,254,2025-12-24,referral
2223,628,212,2026-01-07,organic
2224,1352,234,2025-06-27,referral
2225,837,284,2026-06-20,promo
2226,769,2,2026-01-25,promo
2227,1163,9,2025-11-26,referral
2228,1651,148,2026-04-25,ads
2229,1167,37,2026-06-23,promo
2230,242,140,2026-05-25,organic
2231,125,241,2026-03-12,promo
2232,1682,201,2026-04-09,referral
2233,664,190,2025-05-23,referral
2234,1086,290,2026-05-29,ads
2235,463,107,2026-01-26,organic
2236,93,84,2025-08-20,organic
2237,916,25,2025-06-27,promo
2238,1239,233,2025-06-11,referral
2239,635,53,2026-07-16,promo
2240,352,17,2026-04-22,ads
2241,465,15,2026-06-06,organic
2242,1795,39,2026-05-27,organic
2243,1251,17,2026-06-19,promo
2244,512,176,2025-04-27,ads
2245,919,124,2026-06-04,organic
2246,1559,270,2025-03-23,promo
2247,414,148,2025-01-25,referral
2248,890,46,2026-07-21,promo
2249,898,5,2024-12-23,ads
2250,139,162,2026-07-24,referral
2251,1303,7,2025-12-31,referral
2252,235,289,2026-03-06,referral
2253,560,186,2026-05-25,ads
2254,1919,36,2026-07-08,referral
2255,495,139,2025-08-25,promo
2256,948,108,2026-05-30,promo
2257,1778,292,2025-05-16,organic
2258,1156,26,2026-05-05,referral
2259,1989,77,2024-06-14,organic
2260,1401,54,2026-06-07,promo
2261,1013,224,2026-05-22,organic
2262,1640,177,2026-03-26,promo
2263,1476,277,2026-07-01,ads
2264,1212,99,2025-05-19,organic
2265,1160,155,2025-06-04,ads
2266,652,60,2026-05-31,organic
2267,962,33,2026-02-27,referral
2268,1412,68,2026-05-17,promo
2269,203,29,2026-07-06,ads
2270,415,250,2024-08-10,promo
2271,1939,172,2026-06-06,ads
2272,1269,35,2026-05-26,referral
2273,1590,108,2025-10-02,organic
2274,38,40,2026-07-16,promo
2275,673,215,2025-10-25,organic
2276,1091,259,2026-05-23,ads
2277,650,269,2026-03-17,organic
2278,1213,56,2025-11-12,ads
2279,1831,175,2026-06-03,ads
2280,1174,109,2024-06-22,organic
2281,572,171,2025-04-09,ads
2282,1378,206,2026-02-08,promo
2283,273,168,2026-06-19,promo
2284,390,291,2026-06-09,promo
2285,191,225,2026-02-24,referral
2286,404,281,2025-12-05,organic
2287,1748,104,2026-06-20,referral
2288,233,291,2026-04-18,referral
2289,576,62,2026-03-15,referral
2290,1228,212,2026-02-20,promo
2291,405,207,2026-06-04,organic
2292,1651,204,2026-07-25,promo
2293,1736,127,2026-06-14,referral
2294,72,198,2026-05-07,organic
2295,1674,77,2025-10-11,promo
2296,348,241,2026-04-01,organic
2297,1048,153,2025-06-23,organic
2298,143,195,2026-01-15,organic
2299,218,98,2025-12-08,referral
2300,1704,154,2026-01-01,ads
2301,836,202,2025-09-28,ads
2302,1308,97,2026-04-25,ads
2303,1786,181,2026-07-25,referral
2304,1530,233,2024-07-27,ads
2305,523,8,2026-06-09,referral
2306,345,108,2026-07-27,organic
2307,1904,253,2025-08-13,referral
2308,1872,143,2026-05-17,ads
2309,270,34,2026-04-30,referral
2310,1347,52,2025-09-26,referral
2311,771,166,2026-07-04,referral
2312,323,142,2026-07-22,ads
2313,1528,82,2025-05-27,promo
2314,211,160,2026-05-13,promo
2315,1891,164,2026-04-26,referral
2316,1154,292,2025-09-26,ads
2317,975,19,2025-08-31,organic
2318,1642,224,2025-12-27,promo
2319,1604,31,2026-07-27,referral
2320,984,149,2026-02-06,ads
2321,840,248,2025-09-14,ads
2322,1769,68,2025-09-06,organic
2323,1495,187,2026-04-18,organic
2324,1228,262,2025-06-08,organic
2325,41,33,2025-11-24,organic
2326,934,249,2026-05-04,organic
2327,90,272,2026-05-27,organic
2328,1397,111,2026-06-30,organic
2329,634,132,2026-03-12,promo
2330,1684,43,2024-12-06,organic
2331,495,100,2025-06-24,ads
2332,1286,236,2026-06-07,promo
2333,628,176,2026-06-15,organic
2334,1490,267,2026-07-21,ads
2335,1866,267,2026-07-03,ads
2336,1668,32,2025-06-06,referral
2337,1896,109,2024-08-07,organic
2338,1039,35,2023-11-22,ads
2339,690,52,2026-04-30,promo
2340,422,261,2025-02-02,ads
2341,562,77,2025-06-02,organic
2342,1762,21,2024-02-14,organic
2343,856,131,2026-06-28,organic
2344,1832,70,2026-02-20,referral
2345,735,125,2026-02-25,ads
2346,1340,130,2026-06-15,organic
2347,470,137,2025-06-23,promo
2348,1581,64,2026-07-08,organic
2349,1117,279,2026-07-25,organic
2350,1613,137,2026-04-23,referral
2351,935,178,2026-01-01,organic
2352,220,141,2025-09-06,ads
2353,1396,14,2025-10-28,organic
2354,1504,255,2026-07-28,promo
2355,254,115,2024-10-17,organic
2356,1315,290,2026-04-03,ads
2357,1555,75,2026-05-08,ads
2358,1007,184,2026-01-04,organic
2359,863,273,2026-05-25,promo
2360,1732,80,2026-05-12,organic
2361,1494,164,2025-10-03,ads
2362,7,46,2026-07-11,promo
2363,24,112,2025-05-05,referral
2364,956,226,2024-10-28,organic
2365,63,281,2025-09-18,organic
2366,1270,269,2025-09-29,referral
2367,538,283,2026-07-01,referral
2368,1611,162,2026-07-10,referral
2369,793,158,2025-12-22,ads
2370,91,61,2026-02-02,referral
2371,311,251,2026-03-15,promo
2372,579,178,2026-07-05,ads
2373,1297,91,2026-04-30,promo
2374,1098,42,2026-04-22,organic
2375,1192,79,2026-06-04,promo
2376,390,133,2026-05-29,organic
2377,660,174,2026-04-19,organic
2378,1463,186,2026-07-07,ads
2379,1808,113,2025-04-06,promo
2380,149,104,2025-07-02,referral
2381,1793,242,2026-02-18,referral
2382,312,189,2026-07-20,ads
2383,1188,216,2026-07-08,ads
2384,1618,262,2026-01-02,ads
2385,517,106,2025-06-28,referral
2386,969,267,2026-06-30,ads
2387,368,236,2026-07-06,organic
2388,1463,5,2025-05-22,promo
2389,741,99,2026-03-25,organic
2390,587,94,2025-10-03,organic
2391,468,23,2026-02-25,referral
2392,1240,151,2026-05-17,promo
2393,1312,140,2026-01-01,promo
2394,1976,155,2026-06-29,ads
2395,237,281,2025-11-12,promo
2396,203,80,2026-03-01,ads
2397,1848,52,2026-03-12,referral
2398,912,281,2025-08-18,ads
2399,1983,10,2026-06-10,ads
2400,656,87,2025-07-19,ads
2401,584,118,2026-07-15,promo
2402,1657,233,2025-04-03,organic
2403,1920,247,2026-03-02,referral
2404,1793,210,2026-01-20,organic
2405,1259,140,2026-07-03,promo
2406,1847,196,2026-06-22,promo
2407,1958,299,2026-06-30,ads
2408,1180,296,2026-04-21,organic
2409,1409,74,2024-06-07,organic
2410,988,184,2025-10-22,organic
2411,1389,253,2026-03-30,referral
2412,161,289,2026-05-28,ads
2413,1796,4,2025-04-12,ads
2414,95,182,2026-02-17,ads
2415,1534,144,2025-06-28,organic
2416,712,89,2026-05-25,referral
2417,792,278,2026-02-02,referral
2418,322,61,2026-07-06,organic
2419,1002,160,2026-04-18,organic
2420,348,99,2026-03-07,organic
2421,263,130,2026-05-20,organic
2422,1382,274,2026-06-24,ads
2423,652,89,2025-12-15,ads
2424,343,259,2026-02-04,organic
2425,1047,152,2024-12-15,referral
2426,1259,167,2025-09-18,organic
2427,499,115,2025-07-15,organic
2428,732,198,2026-04-22,referral
2429,1842,85,2026-04-18,promo
2430,986,255,2025-06-09,organic
2431,942,42,2026-01-17,referral
2432,101,201,2025-06-18,organic
2433,43,147,2025-08-29,referral
2434,390,45,2026-07-01,promo
2435,1822,98,2025-02-26,organic
2436,461,249,2026-02-23,referral
2437,1058,228,2025-03-09,promo
2438,1589,129,2026-05-13,organic
2439,1318,228,2025-12-26,referral
2440,1066,77,2024-08-01,ads
2441,1357,12,2026-05-24,ads
2442,1,31,2025-08-26,ads
2443,1172,19,2026-04-03,promo
2444,1669,235,2026-06-04,organic
2445,1563,115,2026-02-14,promo
2446,1932,169,2026-06-07,ads
2447,184,263,2025-12-20,ads
2448,1496,13,2026-06-01,organic
2449,910,210,2026-03-01,ads
2450,1712,81,2026-05-19,ads
2451,1249,206,2026-03-29,referral
2452,1899,71,2025-04-20,organic
2453,1597,199,2026-03-26,ads
2454,365,266,2026-05-21,ads
2455,1789,233,2025-08-09,organic
2456,377,78,2026-07-24,promo
2457,612,47,2025-10-20,promo
2458,1102,99,2026-05-22,ads
2459,703,78,2026-07-11,referral
2460,1152,105,2025-03-11,organic
2461,1708,69,2026-03-10,ads
2462,1846,271,2026-04-18,ads
2463,297,26,2026-04-05,referral
2464,280,268,2024-12-15,promo
2465,1966,160,2026-05-06,promo
2466,523,101,2024-12-07,promo
2467,1887,291,2026-07-05,referral
2468,748,295,2025-05-04,ads
2469,1019,135,2026-05-21,promo
2470,1325,296,2024-10-03,promo
2471,591,47,2026-06-17,referral
2472,1860,253,2026-07-20,organic
2473,590,159,2026-03-30,ads
2474,1799,27,2025-09-14,organic
2475,166,93,2025-08-12,organic
2476,471,102,2026-06-25,referral
2477,307,206,2026-02-08,promo
2478,82,117,2026-05-09,ads
2479,809,237,2026-07-22,promo
2480,150,239,2025-08-03,organic
2481,1920,47,2026-03-01,promo
2482,1051,125,2026-07-03,ads
2483,1809,230,2026-04-29,organic
2484,1949,53,2026-05-31,ads
2485,711,17,2026-01-02,promo
2486,944,81,2025-12-09,organic
2487,1233,189,2026-02-08,organic
2488,1232,247,2025-09-09,ads
2489,464,152,2025-06-30,organic
2490,310,64,2025-11-28,promo
2491,136,201,2026-03-22,organic
2492,1326,202,2026-04-04,referral
2493,1661,93,2026-01-31,organic
2494,1316,55,2026-02-19,organic
2495,1514,16,2025-11-12,promo
2496,191,262,2025-08-17,referral
2497,38,12,2026-02-12,ads
2498,405,105,2026-02-25,promo
2499,824,87,2025-07-25,organic
2500,1277,25,2025-06-20,organic
2501,593,33,2026-05-13,ads
2502,1839,164,2026-04-21,organic
2503,167,53,2026-05-19,referral
2504,445,93,2026-07-19,organic
2505,457,185,2026-05-02,organic
2506,103,79,2026-04-29,ads
2507,300,154,2026-07-01,referral
2508,1674,28,2026-05-29,referral
2509,820,58,2024-12-21,promo
2510,1223,74,2026-06-03,promo
2511,1032,247,2025-11-17,organic
2512,1768,96,2026-01-28,ads
2513,1804,75,2026-05-01,referral
2514,1331,166,2025-08-21,promo
2515,63,18,2026-07-23,ads
2516,105,32,2025-03-22,referral
2517,1518,216,2026-02-22,ads
2518,1568,184,2026-03-25,organic
2519,71,294,2025-07-20,promo
2520,1290,226,2026-03-02,organic
2521,1589,280,2025-02-24,organic
2522,1829,22,2025-12-12,referral
2523,746,184,2025-07-06,organic
2524,1093,243,2026-06-28,ads
2525,1921,234,2025-11-29,ads
2526,890,280,2026-06-13,referral
2527,1769,45,2026-02-23,ads
2528,1342,75,2025-01-08,organic
2529,1679,287,2025-08-08,promo
2530,1097,185,2025-12-23,promo
2531,1769,150,2026-06-29,ads
2532,795,269,2026-04-30,organic
2533,1780,133,2025-10-18,referral
2534,901,94,2025-04-06,ads
2535,1737,65,2025-05-23,organic
2536,875,42,2026-06-29,organic
2537,1893,11,2025-03-27,promo
2538,489,209,2026-06-06,ads
2539,1104,193,2025-07-20,referral
2540,1051,277,2026-06-25,promo
2541,950,87,2026-06-06,ads
2542,629,292,2025-10-11,promo
2543,499,77,2024-12-08,ads
2544,1542,256,2026-01-26,ads
2545,961,244,2026-07-06,ads
2546,1725,148,2025-10-10,organic
2547,1079,3,2025-06-01,referral
2548,367,129,2026-01-03,organic
2549,1089,235,2026-07-19,referral
2550,969,95,2024-07-23,promo
2551,1838,27,2026-01-09,organic
2552,176,232,2026-04-03,referral
2553,490,61,2025-08-24,organic
2554,464,167,2025-11-08,ads
2555,670,104,2025-04-05,organic
2556,679,264,2026-01-22,referral
2557,432,108,2026-04-06,ads
2558,1452,19,2026-03-05,organic
2559,1807,62,2026-06-21,ads
2560,1753,97,2026-06-15,promo
2561,876,204,2026-05-07,promo
2562,468,275,2026-03-13,ads
2563,497,194,2026-05-26,referral
2564,965,83,2026-07-21,promo
2565,137,122,2026-05-20,referral
2566,1899,276,2026-07-06,ads
2567,175,98,2026-04-13,referral
2568,329,33,2026-06-15,organic
2569,1928,273,2025-09-29,ads
2570,1722,200,2026-07-11,ads
2571,621,227,2025-11-04,promo
2572,333,101,2026-05-16,referral
2573,1276,114,2025-05-04,organic
2574,482,27,2025-08-26,ads
2575,49,120,2026-07-04,referral
2576,1802,193,2026-07-04,ads
2577,1932,274,2026-06-09,ads
2578,784,72,2026-04-28,promo
2579,36,206,2026-04-22,referral
2580,1815,173,2026-03-27,ads
2581,690,227,2025-08-17,organic
2582,855,62,2026-02-04,referral
2583,637,12,2025-10-05,ads
2584,362,154,2026-07-14,referral
2585,915,75,2024-06-10,promo
2586,1499,262,2026-07-26,organic
2587,927,131,2026-05-10,ads
2588,1809,61,2026-03-30,organic
2589,1314,172,2026-07-13,promo
2590,694,116,2026-03-02,referral
2591,1792,261,2024-05-19,organic
2592,1591,300,2025-12-21,ads
2593,326,197,2024-11-24,promo
2594,1766,68,2026-06-18,promo
2595,885,290,2025-07-15,referral
2596,1580,27,2026-07-28,promo
2597,437,75,2026-02-21,ads
2598,280,143,2025-09-17,referral
2599,1574,164,2026-03-28,promo
2600,1614,244,2025-11-08,organic
2601,1946,1,2025-10-03,promo
2602,1737,221,2026-01-06,referral
2603,65,124,2026-01-11,ads
2604,14,115,2026-02-22,promo
2605,1073,134,2026-06-07,organic
2606,561,139,2025-05-08,ads
2607,963,218,2026-07-26,promo
2608,1416,198,2026-02-16,referral
2609,728,233,2025-04-16,ads
2610,1254,111,2026-02-20,ads
2611,856,26,2025-09-11,promo
2612,185,14,2025-10-01,ads
2613,1827,118,2024-12-31,organic
2614,1643,56,2026-03-17,ads
2615,211,27,2025-02-04,organic
2616,1503,45,2026-06-16,organic
2617,1181,66,2026-05-29,organic
2618,144,160,2025-02-06,referral
2619,636,84,2026-03-27,organic
2620,1182,201,2025-08-30,promo
2621,72,13,2026-06-09,organic
2622,1954,188,2025-10-05,promo
2623,492,30,2026-07-14,referral
2624,955,218,2025-09-02,promo
2625,1481,46,2026-07-03,promo
2626,1708,72,2026-04-08,ads
2627,551,185,2026-06-28,organic
2628,1670,256,2024-02-04,promo
2629,1093,72,2026-07-23,promo
2630,453,81,2026-04-19,ads
2631,1845,154,2026-04-04,ads
2632,1389,126,2026-02-01,organic
2633,321,145,2026-03-21,referral
2634,1546,149,2026-01-30,promo
2635,1256,153,2026-03-05,promo
2636,337,217,2026-02-07,organic
2637,1083,256,2026-04-14,referral
2638,1147,170,2026-07-28,referral
2639,981,271,2026-06-02,organic
2640,1503,207,2025-07-23,ads
2641,938,134,2025-05-01,referral
2642,1098,173,2026-05-14,organic
2643,1535,135,2026-07-15,promo
2644,1277,191,2025-04-10,referral
2645,975,2,2025-07-08,referral
2646,210,151,2026-05-19,referral
2647,554,255,2026-06-19,ads
2648,597,10,2026-02-24,promo
2649,406,284,2024-02-18,referral
2650,435,15,2026-04-16,organic
2651,982,190,2026-01-09,organic
2652,822,64,2025-11-19,ads
2653,332,199,2026-03-07,referral
2654,167,68,2026-06-13,organic
2655,1260,108,2025-01-31,promo
2656,854,248,2025-11-17,referral
2657,1129,91,2026-05-01,referral
2658,1037,129,2026-02-08,organic
2659,577,181,2025-11-16,ads
2660,207,34,2026-01-02,ads
2661,1680,218,2025-10-06,organic
2662,711,91,2026-02-13,ads
2663,1285,64,2025-08-14,ads
2664,1861,192,2026-05-11,organic
2665,890,254,2026-06-13,promo
2666,820,177,2025-10-04,referral
2667,222,4,2025-08-31,organic
2668,1450,280,2026-03-14,organic
2669,1793,195,2026-03-31,ads
2670,618,14,2025-12-08,ads
2671,1229,254,2026-07-30,promo
2672,268,264,2026-05-13,organic
2673,1804,72,2026-05-05,referral
2674,1762,74,2025-06-10,organic
2675,1583,131,2026-06-13,ads
2676,515,294,2026-01-15,referral
2677,1270,223,2026-01-09,ads
2678,1615,122,2025-10-04,organic
2679,86,7,2026-05-22,promo
2680,817,1,2025-12-20,referral
2681,1620,25,2024-10-23,promo
2682,550,291,2026-05-25,ads
2683,614,208,2026-06-02,ads
2684,1012,199,2026-03-28,referral
2685,245,222,2025-10-21,ads
2686,1809,270,2025-01-30,promo
2687,1434,214,2025-06-19,ads
2688,967,206,2026-05-07,ads
2689,767,91,2026-04-12,referral
2690,1863,189,2026-07-06,ads
2691,764,185,2026-06-09,referral
2692,463,209,2025-11-19,organic
2693,919,187,2026-05-18,referral
2694,448,69,2025-07-24,referral
2695,84,235,2026-07-27,referral
2696,1726,244,2024-11-24,referral
2697,1767,222,2026-04-25,organic
2698,699,56,2026-03-13,organic
2699,100,207,2026-06-18,organic
2700,564,166,2026-03-17,promo
2701,1092,285,2026-04-19,promo
2702,1400,88,2026-06-30,organic
2703,1868,252,2026-04-17,ads
2704,1166,285,2025-07-18,referral
2705,108,180,2026-01-04,promo
2706,1531,183,2026-07-13,ads
2707,1031,52,2025-05-28,organic
2708,531,126,2026-02-22,referral
2709,445,50,2026-06-25,organic
2710,122,20,2026-05-13,organic
2711,520,274,2025-02-03,ads
2712,1416,219,2024-12-28,organic
2713,606,140,2026-07-03,ads
2714,1077,62,2026-07-21,organic
2715,1343,189,2026-02-15,promo
2716,1048,274,2025-07-10,ads
2717,1029,204,2026-06-05,promo
2718,73,88,2025-12-13,ads
2719,1878,272,2024-10-03,referral
2720,721,257,2026-06-16,promo
2721,1060,168,2026-01-13,ads
2722,1466,15,2026-06-17,promo
2723,174,164,2026-05-10,organic
2724,651,281,2026-01-25,referral
2725,1430,167,2025-02-18,referral
2726,296,89,2026-04-07,referral
2727,1274,286,2026-06-04,organic
2728,543,283,2026-02-15,ads
2729,950,123,2026-07-22,ads
2730,1294,220,2026-05-03,organic
2731,1051,132,2025-06-29,organic
2732,48,163,2026-04-08,organic
2733,493,225,2024-01-26,referral
2734,415,33,2026-01-12,promo
2735,1845,160,2026-01-12,referral
2736,360,143,2026-05-26,referral
2737,36,71,2024-05-25,promo
2738,818,119,2026-05-08,organic
2739,1388,194,2025-04-07,referral
2740,1983,267,2026-07-24,ads
2741,168,70,2026-03-29,ads
2742,1415,293,2026-05-02,referral
2743,1880,71,2026-01-25,ads
2744,572,149,2026-07-22,ads
2745,497,138,2025-05-01,ads
2746,1312,231,2025-06-04,ads
2747,981,244,2026-06-26,organic
2748,375,271,2026-05-22,referral
2749,108,139,2026-06-22,ads
2750,435,38,2026-05-07,referral
2751,398,83,2026-01-28,promo
2752,376,108,2026-03-14,organic
2753,1476,186,2026-05-24,referral
2754,1524,267,2026-07-22,referral
2755,1934,141,2025-09-29,ads
2756,400,6,2025-09-13,referral
2757,1887,156,2026-07-10,ads
2758,1524,190,2025-05-28,ads
2759,622,214,2026-03-28,referral
2760,1506,46,2026-06-15,organic
2761,1244,67,2026-07-11,ads
2762,70,205,2026-03-10,referral
2763,267,283,2025-08-02,referral
2764,805,266,2026-06-15,promo
2765,1710,218,2026-04-08,promo
2766,1941,194,2026-07-05,organic
2767,1914,73,2026-02-23,ads
2768,792,5,2026-04-25,promo
2769,413,127,2026-06-23,promo
2770,1422,28,2026-07-29,referral
2771,1442,243,2025-07-01,referral
2772,1955,90,2026-06-20,ads
2773,1553,254,2025-09-13,ads
2774,349,146,2026-06-19,promo
2775,1203,220,2026-03-05,promo
2776,29,147,2024-03-15,ads
2777,1506,208,2025-09-04,referral
2778,1295,88,2026-04-18,referral
2779,52,39,2025-06-05,organic
2780,594,150,2026-02-05,organic
2781,1319,132,2025-01-19,ads
2782,296,239,2024-02-08,referral
2783,1396,83,2026-06-02,referral
2784,1944,235,2026-06-25,promo
2785,1880,127,2026-06-29,organic
2786,1691,243,2026-01-26,organic
2787,1203,295,2025-08-16,ads
2788,1894,202,2026-05-11,promo
2789,1162,260,2025-02-27,promo
2790,1367,51,2026-07-17,organic
2791,1634,157,2024-08-16,promo
2792,1820,158,2026-03-09,promo
2793,786,103,2024-07-05,referral
2794,527,70,2025-05-12,promo
2795,1304,24,2026-01-14,ads
2796,1185,152,2026-07-01,ads
2797,311,167,2025-12-29,ads
2798,99,179,2026-06-17,ads
2799,1341,253,2026-03-10,referral
2800,93,138,2025-12-17,ads
2801,1580,145,2026-05-20,promo
2802,1158,104,2025-07-20,referral
2803,934,150,2025-12-31,organic
2804,73,216,2026-01-06,ads
2805,462,1,2026-03-09,organic
2806,1909,101,2026-07-06,organic
2807,1631,146,2026-06-30,organic
2808,603,260,2025-03-19,promo
2809,282,175,2025-12-09,referral
2810,1504,181,2026-06-03,organic
2811,181,135,2024-12-26,organic
2812,363,242,2024-04-21,referral
2813,1879,193,2026-07-01,referral
2814,1049,88,2025-12-13,ads
2815,39,135,2025-09-07,organic
2816,944,276,2026-02-28,organic
2817,336,2,2025-03-24,organic
2818,606,144,2026-05-31,organic
2819,1033,102,2026-03-25,ads
2820,164,25,2025-06-25,ads
2821,1313,291,2026-01-07,ads
2822,618,72,2025-12-09,ads
2823,550,241,2026-06-07,promo
2824,1411,271,2026-03-24,promo
2825,1679,203,2026-02-17,organic
2826,1296,198,2026-04-21,promo
2827,1522,39,2025-11-14,referral
2828,1619,117,2026-07-05,ads
2829,1368,219,2026-03-09,organic
2830,476,287,2024-07-24,referral
2831,1693,210,2025-04-03,ads
2832,1203,283,2026-04-29,promo
2833,604,71,2026-02-19,ads
2834,1389,270,2025-07-05,referral
2835,741,128,2025-08-26,promo
2836,378,288,2026-06-16,ads
2837,1194,150,2026-07-16,organic
2838,1011,111,2025-04-20,promo
2839,1210,47,2026-02-16,organic
2840,880,186,2026-01-23,promo
2841,1672,230,2025-09-26,organic
2842,237,175,2026-05-15,promo
2843,700,95,2026-05-14,referral
2844,1978,207,2026-02-26,promo
2845,576,285,2026-06-13,ads
2846,1742,70,2025-11-24,referral
2847,830,190,2026-01-08,promo
2848,1174,107,2026-06-17,ads
2849,526,31,2026-07-07,referral
2850,740,132,2025-05-16,ads
2851,1833,210,2026-03-10,organic
2852,762,265,2025-08-19,ads
2853,230,222,2026-07-09,referral
2854,120,234,2026-06-07,promo
2855,546,220,2026-06-16,referral
2856,1537,248,2026-04-20,referral
2857,134,30,2024-09-01,promo
2858,1021,88,2026-06-11,referral
2859,927,24,2025-04-02,promo
2860,228,222,2025-09-19,organic
2861,920,253,2025-09-08,promo
2862,134,235,2026-06-20,referral
2863,1181,55,2026-04-29,referral
2864,1499,272,2026-06-03,referral
2865,1599,99,2025-07-01,referral
2866,1648,249,2026-03-27,organic
2867,1602,190,2025-11-14,organic
2868,1527,53,2026-05-08,ads
2869,431,249,2026-05-22,referral
2870,297,211,2026-05-10,referral
2871,491,6,2025-11-07,referral
2872,1343,198,2025-12-24,referral
2873,649,147,2025-01-03,ads
2874,1810,289,2026-07-13,referral
2875,513,92,2025-11-10,promo
2876,1546,138,2026-02-17,promo
2877,497,202,2025-01-31,organic
2878,921,108,2024-11-30,organic
2879,499,112,2025-02-26,promo
2880,1161,152,2024-09-04,promo
2881,1306,68,2026-04-22,promo
2882,1717,23,2025-12-11,ads
2883,1379,7,2026-02-26,referral
2884,1983,11,2026-03-19,ads
2885,1667,85,2025-11-22,organic
2886,28,78,2025-12-06,ads
2887,1428,221,2026-03-30,ads
2888,767,194,2026-03-23,promo
2889,171,138,2026-02-06,promo
2890,985,112,2025-03-04,referral
2891,550,109,2026-05-03,promo
2892,532,267,2026-07-10,ads
2893,582,184,2026-01-17,promo
2894,1096,145,2026-06-06,organic
2895,174,3,2026-07-04,promo
2896,612,160,2025-08-06,ads
2897,710,33,2026-05-10,promo
2898,1855,136,2025-11-03,organic
2899,293,8,2026-04-12,ads
2900,1597,217,2025-05-18,referral
2901,99,295,2026-05-04,organic
2902,951,81,2025-11-05,organic
2903,714,131,2026-05-11,organic
2904,446,180,2025-12-27,ads
2905,1036,230,2026-06-24,promo
2906,1038,81,2026-03-06,organic
2907,410,175,2025-10-06,referral
2908,1497,198,2026-04-01,referral
2909,1695,244,2025-03-21,promo
2910,1150,290,2024-11-04,organic
2911,1275,75,2025-06-25,ads
2912,171,93,2025-07-18,promo
2913,611,215,2026-06-23,referral
2914,1769,237,2026-02-12,promo
2915,68,246,2026-01-04,referral
2916,391,294,2026-02-20,promo
2917,641,97,2025-10-06,referral
2918,1228,264,2026-05-08,promo
2919,1385,138,2026-07-27,referral
2920,1922,89,2026-04-23,organic
2921,1035,257,2026-04-19,organic
2922,1679,249,2026-04-07,organic
2923,176,261,2025-12-06,organic
2924,1124,29,2025-03-11,ads
2925,752,174,2026-07-07,ads
2926,497,165,2025-01-21,ads
2927,515,85,2026-01-23,referral
2928,300,276,2026-04-12,organic
2929,219,268,2025-03-09,ads
2930,511,63,2026-01-03,referral
2931,1749,103,2026-03-16,promo
2932,333,119,2026-02-12,referral
2933,1272,208,2025-12-20,referral
2934,738,61,2025-08-24,referral
2935,425,98,2025-07-06,referral
2936,1880,32,2026-02-22,referral
2937,949,36,2024-12-17,referral
2938,1114,202,2024-10-01,ads
2939,761,46,2026-07-15,organic
2940,94,1,2026-05-30,promo
2941,1966,171,2026-06-27,referral
2942,1921,10,2025-08-28,organic
2943,540,193,2026-03-28,ads
2944,1934,30,2025-11-24,promo
2945,353,28,2025-06-10,ads
2946,615,14,2025-07-03,organic
2947,505,19,2024-05-31,organic
2948,831,108,2025-07-21,referral
2949,1213,144,2025-02-11,promo
2950,1601,188,2025-05-06,organic
2951,715,161,2026-04-24,promo
2952,791,167,2026-01-18,ads
2953,273,69,2026-06-05,referral
2954,1440,32,2025-06-19,ads
2955,710,201,2025-10-20,ads
2956,1517,279,2025-07-19,promo
2957,740,205,2026-05-01,organic
2958,1194,30,2025-09-15,referral
2959,563,74,2026-04-19,referral
2960,32,251,2026-03-07,ads
2961,119,28,2025-07-30,promo
2962,1455,191,2026-06-25,ads
2963,74,230,2026-03-21,organic
2964,1318,47,2025-11-15,referral
2965,5,197,2026-06-09,ads
2966,912,296,2025-10-03,promo
2967,378,118,2026-03-04,referral
2968,1081,223,2026-07-18,ads
2969,1430,4,2025-04-22,promo
2970,754,219,2025-10-31,organic
2971,1307,65,2025-05-04,organic
2972,231,232,2026-06-16,ads
2973,1693,158,2026-04-12,referral
2974,227,108,2025-12-31,promo
2975,718,283,2025-04-11,referral
2976,1064,290,2026-05-03,promo
2977,1900,232,2025-02-09,promo
2978,901,21,2025-07-30,promo
2979,1559,172,2026-06-21,ads
2980,69,185,2025-04-26,promo
2981,1168,225,2026-07-14,promo
2982,1007,248,2026-05-30,promo
2983,1581,128,2025-10-18,organic
2984,1937,67,2026-05-10,promo
