progress_id,enrollment_id,module_id,access_date,access_timestamp,status,time_spent_minutes,completion_date,completion_timestamp,has_access_time,time_spent_flag
2149,495,302,2026-06-26,2026-06-26 06:23:03,completed,33.0,2026-06-26,2026-06-26 06:56:03,True,normal
2150,495,303,2026-07-16,2026-07-16 21:04:55,in_progress,87.0,,,True,normal
2151,495,304,2026-07-27,2026-07-27 19:32:27,completed,7.0,2026-07-27,2026-07-27 19:39:27,True,normal
2152,495,305,2026-08-19,2026-08-19 12:15:54,completed,30.0,2026-08-19,2026-08-19 12:45:54,True,normal
2153,495,306,2026-09-08,2026-09-08 22:08:17,completed,57.0,2026-09-08,2026-09-08 23:05:17,True,normal
2154,495,307,2026-09-25,2026-09-25 22:46:30,in_progress,78.0,,,True,normal
2155,496,1886,2025-07-22,2025-07-22 12:10:17,completed,62.0,2025-07-22,2025-07-22 13:12:17,True,normal
2156,496,1887,2025-07-29,2025-07-29 21:24:49,completed,29.0,2025-07-29,2025-07-29 21:53:49,True,normal
2157,496,1888,2025-08-23,2025-08-23 14:47:16,completed,54.0,2025-08-23,2025-08-23 15:41:16,True,normal
2158,496,1889,2025-08-31,2025-08-31 03:43:35,completed,57.0,2025-08-31,2025-08-31 04:40:35,True,normal
2159,496,1890,2025-09-11,2025-09-11 20:26:33,completed,18.0,2025-09-11,2025-09-11 20:44:33,True,normal
2160,496,1891,2025-09-20,2025-09-20 17:17:05,completed,35.0,2025-09-20,2025-09-20 17:52:05,True,normal
2161,496,1892,,,completed,15.0,2025-10-15,2025-10-15 10:03:44,False,normal
2162,497,1383,2026-06-09,2026-06-09 21:58:32,completed,22.0,2026-06-09,2026-06-09 22:20:32,True,normal
2163,497,1384,2026-06-22,2026-06-22 10:34:57,completed,42.0,2026-06-22,2026-06-22 11:16:57,True,normal
2164,497,1385,2026-07-02,2026-07-02 12:25:14,in_progress,11.0,,,True,normal
2165,497,1386,,,completed,31.0,2026-07-10,2026-07-10 21:26:39,False,normal
2166,497,1387,2026-07-27,2026-07-27 15:06:27,completed,22.0,2026-07-27,2026-07-27 15:28:27,True,normal
2167,497,1388,2026-08-15,2026-08-15 09:49:47,completed,15.0,2026-08-15,2026-08-15 10:04:47,True,normal
2168,497,1389,2026-08-19,2026-08-19 19:24:18,completed,16.0,2026-08-19,2026-08-19 19:40:18,True,normal
2169,497,1390,2026-08-28,2026-08-28 19:55:34,completed,12.0,2026-08-28,2026-08-28 20:07:34,True,normal
2170,498,1703,2025-08-03,2025-08-03 09:38:50,completed,18.0,2025-08-03,2025-08-03 09:56:50,True,normal
2171,498,1704,2025-08-07,2025-08-07 20:25:13,completed,37.0,2025-08-07,2025-08-07 21:02:13,True,normal
2172,498,1705,2025-08-10,2025-08-10 10:02:06,completed,19.0,2025-08-10,2025-08-10 10:21:06,True,normal
2173,498,1706,2025-08-16,2025-08-16 19:15:13,completed,57.0,2025-08-16,2025-08-16 20:12:13,True,normal
2174,498,1707,2025-08-22,2025-08-22 21:18:50,completed,15.0,2025-08-22,2025-08-22 21:33:50,True,normal
2175,499,662,2025-10-02,2025-10-02 23:16:54,completed,58.0,2025-10-02,2025-10-03 00:14:54,True,normal
2176,499,663,2025-10-05,2025-10-05 10:06:03,completed,66.0,2025-10-05,2025-10-05 11:12:03,True,normal
2177,499,664,2025-10-06,2025-10-06 11:48:09,completed,31.0,2025-10-06,2025-10-06 12:19:09,True,normal
2178,500,2028,2026-06-19,2026-06-19 19:21:29,completed,29.0,2026-06-19,2026-06-19 19:50:29,True,normal
2179,500,2029,2026-06-25,2026-06-25 07:53:06,in_progress,13.0,,,True,normal
2180,501,1096,2025-03-27,2025-03-27 23:26:47,completed,44.0,2025-03-27,2025-03-28 00:10:47,True,normal
2181,501,1097,2025-04-06,2025-04-06 12:00:18,completed,61.0,2025-04-06,2025-04-06 13:01:18,True,normal
2182,501,1098,2025-04-06,2025-04-06 15:21:12,completed,12.0,2025-04-06,2025-04-06 15:33:12,True,normal
2183,501,1099,2025-04-16,2025-04-16 21:57:52,completed,33.0,2025-04-16,2025-04-16 22:30:52,True,normal
2184,501,1100,2025-04-20,2025-04-20 12:31:34,completed,29.0,2025-04-20,2025-04-20 13:00:34,True,normal
2185,502,1338,2025-09-09,2025-09-09 07:11:58,in_progress,47.0,,,True,normal
2186,503,118,2026-01-31,2026-01-31 11:47:16,completed,37.0,2026-01-31,2026-01-31 12:24:16,True,normal
2187,503,119,2026-01-31,2026-01-31 16:00:43,completed,50.0,2026-01-31,2026-01-31 16:50:43,True,normal
2188,503,120,2026-02-02,2026-02-02 10:42:42,completed,36.0,2026-02-02,2026-02-02 11:18:42,True,normal
2189,503,121,2026-02-07,2026-02-07 20:27:28,completed,38.0,2026-02-07,2026-02-07 21:05:28,True,normal
2190,504,1305,2026-04-05,2026-04-05 14:05:16,completed,42.0,2026-04-05,2026-04-05 14:47:16,True,normal
2191,504,1306,2026-04-10,2026-04-10 07:36:58,completed,55.0,2026-04-10,2026-04-10 08:31:58,True,normal
2192,504,1307,,,completed,24.0,2026-04-18,2026-04-18 19:35:10,False,normal
2193,504,1308,2026-04-20,2026-04-20 19:22:50,completed,56.0,2026-04-20,2026-04-20 20:18:50,True,normal
2194,504,1309,2026-04-20,2026-04-20 22:35:00,completed,22.0,2026-04-20,2026-04-20 22:57:00,True,normal
2195,506,1096,2026-06-09,2026-06-09 13:03:30,completed,27.0,2026-06-09,2026-06-09 13:30:30,True,normal
2196,506,1097,2026-06-11,2026-06-11 12:38:18,completed,49.0,2026-06-11,2026-06-11 13:27:18,True,normal
2197,507,400,2026-01-29,2026-01-29 10:16:38,completed,39.0,2026-01-29,2026-01-29 10:55:38,True,normal
2198,507,401,2026-01-31,2026-01-31 10:18:18,completed,68.0,2026-01-31,2026-01-31 11:26:18,True,normal
2199,507,402,2026-02-10,2026-02-10 17:16:13,completed,62.0,2026-02-10,2026-02-10 18:18:13,True,normal
2200,507,403,2026-02-19,2026-02-19 20:22:47,completed,16.0,2026-02-19,2026-02-19 20:38:47,True,normal
2201,507,404,2026-02-22,2026-02-22 13:16:52,completed,19.0,2026-02-22,2026-02-22 13:35:52,True,normal
2202,508,1333,2026-01-05,2026-01-05 06:20:51,completed,8.0,2026-01-05,2026-01-05 06:28:51,True,normal
2203,508,1334,2026-01-05,2026-01-05 20:54:31,completed,38.0,2026-01-05,2026-01-05 21:32:31,True,normal
2204,508,1335,2026-01-10,2026-01-10 09:08:58,completed,12.0,2026-01-10,2026-01-10 09:20:58,True,normal
2205,508,1336,2026-01-17,2026-01-17 14:18:16,in_progress,52.0,,,True,normal
2206,509,1465,2025-04-11,2025-04-11 19:16:54,completed,5.0,2025-04-11,2025-04-11 19:21:54,True,normal
2207,509,1466,2025-04-11,2025-04-11 17:43:56,completed,32.0,2025-04-11,2025-04-11 18:15:56,True,normal
2208,509,1467,2025-04-15,2025-04-15 13:59:31,completed,21.0,2025-04-15,2025-04-15 14:20:31,True,normal
2209,509,1468,2025-04-22,2025-04-22 16:24:00,completed,38.0,2025-04-22,2025-04-22 17:02:00,True,normal
2210,509,1469,2025-04-25,2025-04-25 21:54:56,completed,55.0,2025-04-25,2025-04-25 22:49:56,True,normal
2211,509,1470,2025-04-29,2025-04-29 08:00:12,completed,235.0,2025-04-29,2025-04-30 02:00:12,True,was_extreme_outlier
2212,509,1471,2025-05-08,2025-05-08 15:54:08,completed,17.0,2025-05-08,2025-05-08 16:11:08,True,normal
2213,509,1472,2025-05-18,2025-05-18 10:15:49,completed,,2025-05-18,2025-05-18 10:31:49,True,was_negative
2214,510,1886,2025-11-07,2025-11-07 19:28:23,completed,52.0,2025-11-07,2025-11-07 20:20:23,True,normal
2215,510,1887,2025-11-13,2025-11-13 19:03:13,completed,33.0,2025-11-13,2025-11-13 19:36:13,True,normal
2216,510,1888,2025-11-14,2025-11-14 19:29:20,completed,63.0,2025-11-14,2025-11-14 20:32:20,True,normal
2217,510,1889,2025-11-24,2025-11-24 12:24:56,completed,54.0,2025-11-24,2025-11-24 13:18:56,True,normal
2218,510,1890,,,completed,42.0,2025-12-03,2025-12-03 13:21:14,False,normal
2219,510,1891,2025-12-12,2025-12-12 20:08:47,completed,28.0,2025-12-12,2025-12-12 20:36:47,True,normal
2220,510,1892,2025-12-18,2025-12-18 22:12:11,completed,21.0,2025-12-18,2025-12-18 22:33:11,True,normal
2221,510,1893,2025-12-26,2025-12-26 13:55:01,completed,69.0,2025-12-26,2025-12-26 15:04:01,True,normal
2222,510,1894,2025-12-30,2025-12-30 21:19:29,completed,48.0,2025-12-30,2025-12-30 22:07:29,True,normal
2223,510,1895,2026-01-03,2026-01-03 21:28:54,completed,63.0,2026-01-03,2026-01-03 22:31:54,True,normal
2224,511,2142,2026-07-03,2026-07-03 23:29:34,completed,10.0,2026-07-03,2026-07-03 23:39:34,True,normal
2225,511,2143,2026-07-07,2026-07-07 22:21:36,completed,47.0,2026-07-07,2026-07-07 23:08:36,True,normal
2226,511,2144,2026-07-14,2026-07-14 22:42:12,completed,19.0,2026-07-14,2026-07-14 23:01:12,True,normal
2227,511,2145,2026-07-18,2026-07-18 21:25:34,completed,27.0,2026-07-18,2026-07-18 21:52:34,True,normal
2228,511,2146,2026-07-27,2026-07-27 22:01:18,completed,40.0,2026-07-27,2026-07-27 22:41:18,True,normal
2229,511,2147,2026-08-06,2026-08-06 19:40:17,completed,21.0,2026-08-06,2026-08-06 20:01:17,True,normal
2230,511,2148,2026-08-06,2026-08-06 10:06:57,completed,76.0,2026-08-06,2026-08-06 11:22:57,True,normal
2231,511,2149,2026-08-16,2026-08-16 14:04:43,completed,37.0,2026-08-16,2026-08-16 14:41:43,True,normal
2232,511,2150,2026-08-25,2026-08-25 19:11:14,completed,71.0,2026-08-25,2026-08-25 20:22:14,True,normal
2233,511,2151,2026-08-29,2026-08-29 10:54:21,completed,23.0,2026-08-29,2026-08-29 11:17:21,True,normal
2234,511,2152,2026-09-06,2026-09-06 21:07:09,completed,11.0,2026-09-06,2026-09-06 21:18:09,True,normal
2235,511,2153,2026-09-13,2026-09-13 06:09:53,completed,25.0,2026-09-13,2026-09-13 06:34:53,True,normal
2236,513,424,2026-06-11,2026-06-11 22:32:23,completed,19.0,2026-06-11,2026-06-11 22:51:23,True,normal
2237,513,425,2026-06-13,2026-06-13 15:39:56,completed,12.0,2026-06-13,2026-06-13 15:51:56,True,normal
2238,513,426,2026-06-23,2026-06-23 20:43:35,completed,18.0,2026-06-23,2026-06-23 21:01:35,True,normal
2239,513,427,2026-06-28,2026-06-28 06:50:17,completed,25.0,2026-06-28,2026-06-28 07:15:17,True,normal
2240,513,428,2026-07-04,2026-07-04 11:25:31,completed,22.0,2026-07-04,2026-07-04 11:47:31,True,normal
2241,513,429,2026-07-05,2026-07-05 10:35:45,completed,62.0,2026-07-05,2026-07-05 11:37:45,True,normal
2242,513,430,2026-07-06,2026-07-06 00:47:46,completed,17.0,2026-07-06,2026-07-06 01:04:46,True,normal
2243,513,431,2026-07-13,2026-07-13 12:55:07,completed,22.0,2026-07-13,2026-07-13 13:17:07,True,normal
2244,514,888,2025-12-31,2025-12-31 21:11:46,completed,43.0,2025-12-31,2025-12-31 21:54:46,True,normal
2245,515,2125,2026-01-26,2026-01-26 21:16:37,completed,44.0,2026-01-26,2026-01-26 22:00:37,True,normal
2246,515,2126,2026-02-04,2026-02-04 22:23:07,completed,16.0,2026-02-04,2026-02-04 22:39:07,True,normal
2247,515,2127,2026-02-14,2026-02-14 09:26:26,completed,40.0,2026-02-14,2026-02-14 10:06:26,True,normal
2248,515,2128,2026-02-19,2026-02-19 22:32:57,completed,103.0,2026-02-19,2026-02-20 00:15:57,True,normal
2249,515,2129,2026-02-27,2026-02-27 07:03:53,in_progress,73.0,,,True,normal
2250,516,602,2026-06-24,2026-06-24 20:37:03,completed,45.0,2026-06-24,2026-06-24 21:22:03,True,normal
2251,516,603,2026-07-01,2026-07-01 12:25:00,completed,44.0,2026-07-01,2026-07-01 13:09:00,True,normal
2252,516,604,2026-07-02,2026-07-02 20:16:03,completed,46.0,2026-07-02,2026-07-02 21:02:03,True,normal
2253,516,605,2026-07-04,2026-07-04 06:18:07,completed,65.0,2026-07-04,2026-07-04 07:23:07,True,normal
2254,516,606,2026-07-05,2026-07-05 14:22:09,completed,23.0,2026-07-05,2026-07-05 14:45:09,True,normal
2255,516,607,2026-07-05,2026-07-05 21:36:45,completed,29.0,2026-07-05,2026-07-05 22:05:45,True,normal
2256,516,608,2026-07-12,2026-07-12 18:20:00,completed,43.0,2026-07-12,2026-07-12 19:03:00,True,normal
2257,516,609,2026-07-16,2026-07-16 10:46:38,completed,14.0,2026-07-16,2026-07-16 11:00:38,True,normal
2258,516,610,2026-07-20,2026-07-20 08:58:46,completed,40.0,2026-07-20,2026-07-20 09:38:46,True,normal
2259,516,611,2026-07-26,2026-07-26 20:28:02,completed,17.0,2026-07-26,2026-07-26 20:45:02,True,normal
2260,516,612,2026-07-31,2026-07-31 17:14:36,completed,38.0,2026-07-31,2026-07-31 17:52:36,True,normal
2261,517,1149,2026-01-16,2026-01-16 18:52:18,completed,60.0,2026-01-16,2026-01-16 19:52:18,True,normal
2262,517,1150,2026-01-23,2026-01-23 22:02:43,completed,44.0,2026-01-23,2026-01-23 22:46:43,True,normal
2263,517,1151,2026-02-01,2026-02-01 11:50:44,in_progress,31.0,,,True,normal
2264,518,255,2026-05-20,2026-05-20 05:39:55,completed,23.0,2026-05-20,2026-05-20 06:02:55,True,normal
2265,518,256,2026-05-23,2026-05-23 20:43:03,completed,35.0,2026-05-23,2026-05-23 21:18:03,True,normal
2266,518,257,2026-05-29,2026-05-29 13:41:00,completed,32.0,2026-05-29,2026-05-29 14:13:00,True,normal
2267,519,2343,2026-04-06,2026-04-06 08:55:26,completed,52.0,2026-04-06,2026-04-06 09:47:26,True,normal
2268,519,2344,2026-04-10,2026-04-10 10:32:47,completed,14.0,2026-04-10,2026-04-10 10:46:47,True,normal
2269,519,2345,2026-04-11,2026-04-11 11:56:04,completed,50.0,2026-04-11,2026-04-11 12:46:04,True,normal
2270,519,2346,2026-04-19,2026-04-19 10:49:51,in_progress,26.0,,,True,normal
2271,520,1822,2026-07-01,2026-07-01 16:26:07,completed,65.0,2026-07-01,2026-07-01 17:31:07,True,normal
2272,520,1823,,,completed,48.0,2026-07-01,2026-07-01 15:11:31,False,normal
2273,520,1824,2026-07-03,2026-07-03 20:34:31,completed,11.0,2026-07-03,2026-07-03 20:45:31,True,normal
2274,520,1825,2026-07-07,2026-07-07 12:59:43,completed,78.0,2026-07-07,2026-07-07 14:17:43,True,normal
2275,520,1826,2026-07-15,2026-07-15 22:20:35,completed,44.0,2026-07-15,2026-07-15 23:04:35,True,normal
2276,520,1827,2026-07-17,2026-07-17 19:02:24,completed,18.0,2026-07-17,2026-07-17 19:20:24,True,normal
2277,520,1828,2026-07-22,2026-07-22 08:51:48,completed,23.0,2026-07-22,2026-07-22 09:14:48,True,normal
2278,520,1829,2026-07-29,2026-07-29 19:33:16,completed,29.0,2026-07-29,2026-07-29 20:02:16,True,normal
2279,521,122,2026-06-07,2026-06-07 19:16:51,completed,60.0,2026-06-07,2026-06-07 20:16:51,True,normal
2280,521,123,2026-06-15,2026-06-15 20:31:27,completed,84.0,2026-06-15,2026-06-15 21:55:27,True,normal
2281,521,124,2026-06-16,2026-06-16 21:25:17,completed,29.0,2026-06-16,2026-06-16 21:54:17,True,normal
2282,521,125,2026-06-17,2026-06-17 21:27:49,completed,55.0,2026-06-17,2026-06-17 22:22:49,True,normal
2283,521,126,2026-06-19,2026-06-19 20:16:57,completed,43.0,2026-06-19,2026-06-19 20:59:57,True,normal
2284,521,127,2026-06-26,2026-06-26 08:00:06,completed,16.0,2026-06-26,2026-06-26 08:16:06,True,normal
2285,521,128,2026-06-27,2026-06-27 07:35:34,completed,51.0,2026-06-27,2026-06-27 08:26:34,True,normal
2286,523,622,2025-07-04,2025-07-04 13:42:48,completed,17.0,2025-07-04,2025-07-04 13:59:48,True,normal
2287,523,623,2025-07-14,2025-07-14 08:08:57,completed,45.0,2025-07-14,2025-07-14 08:53:57,True,normal
2288,523,624,2025-07-15,2025-07-15 12:46:00,completed,81.0,2025-07-15,2025-07-15 14:07:00,True,normal
2289,523,625,2025-07-15,2025-07-15 20:55:00,completed,26.0,2025-07-15,2025-07-15 21:21:00,True,normal
2290,523,626,2025-07-25,2025-07-25 12:18:45,in_progress,65.0,,,True,normal
2291,524,1737,2026-05-15,2026-05-15 14:45:14,in_progress,16.0,,,True,normal
2292,525,1908,2026-06-12,2026-06-12 20:40:11,completed,39.0,2026-06-12,2026-06-12 21:19:11,True,normal
2293,525,1909,2026-06-15,2026-06-15 20:26:01,completed,9.0,2026-06-15,2026-06-15 20:35:01,True,normal
2294,525,1910,2026-06-25,2026-06-25 22:57:27,completed,74.0,2026-06-25,2026-06-26 00:11:27,True,normal
2295,525,1911,2026-07-01,2026-07-01 08:45:43,completed,14.0,2026-07-01,2026-07-01 08:59:43,True,normal
2296,525,1912,2026-07-06,2026-07-06 17:10:03,completed,11.0,2026-07-06,2026-07-06 17:21:03,True,normal
2297,525,1913,2026-07-10,2026-07-10 21:16:37,completed,86.0,2026-07-10,2026-07-10 22:42:37,True,normal
2298,525,1914,2026-07-15,2026-07-15 17:55:37,completed,13.0,2026-07-15,2026-07-15 18:08:37,True,normal
2299,525,1915,2026-07-18,2026-07-18 10:27:23,completed,29.0,2026-07-18,2026-07-18 10:56:23,True,normal
2300,525,1916,2026-07-28,2026-07-28 09:26:25,completed,35.0,2026-07-28,2026-07-28 10:01:25,True,normal
2301,527,148,2026-04-17,2026-04-17 22:19:15,in_progress,36.0,,,True,normal
2302,527,149,2026-05-08,2026-05-08 17:22:02,completed,30.0,2026-05-08,2026-05-08 17:52:02,True,normal
2303,527,150,2026-05-15,2026-05-15 13:50:56,completed,51.0,2026-05-15,2026-05-15 14:41:56,True,normal
2304,527,151,2026-05-22,2026-05-22 23:57:46,completed,17.0,2026-05-22,2026-05-23 00:14:46,True,normal
2305,528,613,2025-11-11,2025-11-11 18:57:13,completed,6.0,2025-11-11,2025-11-11 19:03:13,True,normal
2306,528,614,2025-11-20,2025-11-20 21:31:16,completed,92.0,2025-11-20,2025-11-20 23:03:16,True,normal
2307,528,615,2025-11-26,2025-11-26 20:54:32,completed,35.0,2025-11-26,2025-11-26 21:29:32,True,normal
2308,528,616,2025-11-29,2025-11-29 14:23:17,completed,56.0,2025-11-29,2025-11-29 15:19:17,True,normal
2309,528,617,2025-12-03,2025-12-03 19:33:22,completed,30.0,2025-12-03,2025-12-03 20:03:22,True,normal
2310,528,618,2025-12-11,2025-12-11 20:23:24,in_progress,48.0,,,True,normal
2311,529,1061,2026-05-24,2026-05-24 09:29:27,completed,66.0,2026-05-24,2026-05-24 10:35:27,True,normal
2312,529,1062,2026-05-26,2026-05-26 07:11:30,completed,11.0,2026-05-26,2026-05-26 07:22:30,True,normal
2313,529,1063,2026-05-30,2026-05-30 18:45:48,completed,44.0,2026-05-30,2026-05-30 19:29:48,True,normal
2314,529,1064,2026-06-04,2026-06-04 20:47:49,completed,33.0,2026-06-04,2026-06-04 21:20:49,True,normal
2315,529,1065,2026-06-06,2026-06-06 20:54:08,completed,73.0,2026-06-06,2026-06-06 22:07:08,True,normal
2316,530,691,2024-03-24,2024-03-24 03:08:36,completed,38.0,2024-03-24,2024-03-24 03:46:36,True,normal
2317,530,692,2024-03-24,2024-03-24 19:18:17,completed,21.0,2024-03-24,2024-03-24 19:39:17,True,normal
2318,530,693,2024-03-29,2024-03-29 23:53:41,completed,62.0,2024-03-29,2024-03-30 00:55:41,True,normal
2319,530,694,2024-04-01,2024-04-01 12:15:47,completed,24.0,2024-04-01,2024-04-01 12:39:47,True,normal
2320,530,695,2024-04-09,2024-04-09 19:29:54,completed,26.0,2024-04-09,2024-04-09 19:55:54,True,normal
2321,530,696,2024-04-09,2024-04-09 19:47:16,completed,26.0,2024-04-09,2024-04-09 20:13:16,True,normal
2322,530,697,2024-04-19,2024-04-19 21:06:05,completed,63.0,2024-04-19,2024-04-19 22:09:05,True,normal
2323,530,698,2024-04-19,2024-04-19 19:15:47,completed,33.0,2024-04-19,2024-04-19 19:48:47,True,normal
2324,530,699,2024-04-27,2024-04-27 07:34:28,completed,18.0,2024-04-27,2024-04-27 07:52:28,True,normal
2325,530,700,2024-05-04,2024-05-04 16:12:55,completed,28.0,2024-05-04,2024-05-04 16:40:55,True,normal
2326,530,701,2024-05-08,2024-05-08 20:39:08,completed,26.0,2024-05-08,2024-05-08 21:05:08,True,normal
2327,531,400,2026-06-13,2026-06-13 14:16:23,completed,36.0,2026-06-13,2026-06-13 14:52:23,True,normal
2328,531,401,2026-06-18,2026-06-18 20:33:33,completed,34.0,2026-06-18,2026-06-18 21:07:33,True,normal
2329,531,402,2026-06-20,2026-06-20 10:19:27,completed,22.0,2026-06-20,2026-06-20 10:41:27,True,normal
2330,531,403,2026-06-23,2026-06-23 12:52:25,completed,13.0,2026-06-23,2026-06-23 13:05:25,True,normal
2331,531,404,2026-07-01,2026-07-01 22:11:51,completed,14.0,2026-07-01,2026-07-01 22:25:51,True,normal
2332,534,1496,2025-12-09,2025-12-09 20:23:42,completed,11.0,2025-12-09,2025-12-09 20:34:42,True,normal
2333,534,1497,2025-12-18,2025-12-18 22:36:44,completed,35.0,2025-12-18,2025-12-18 23:11:44,True,normal
2334,536,1994,2026-06-23,2026-06-23 20:09:59,completed,24.0,2026-06-23,2026-06-23 20:33:59,True,normal
2335,536,1995,2026-06-29,2026-06-29 20:41:30,completed,34.0,2026-06-29,2026-06-29 21:15:30,True,normal
2336,536,1996,2026-07-03,2026-07-03 20:33:42,completed,36.0,2026-07-03,2026-07-03 21:09:42,True,normal
2337,536,1997,2026-07-11,2026-07-11 20:13:45,completed,68.0,2026-07-11,2026-07-11 21:21:45,True,normal
2338,536,1998,2026-07-12,2026-07-12 17:49:40,in_progress,31.0,,,True,normal
2339,538,1496,2026-07-07,2026-07-07 21:11:14,completed,32.0,2026-07-07,2026-07-07 21:43:14,True,normal
2340,538,1497,2026-07-12,2026-07-12 16:29:13,completed,46.0,2026-07-12,2026-07-12 17:15:13,True,normal
2341,538,1498,2026-07-21,2026-07-21 12:58:50,completed,39.0,2026-07-21,2026-07-21 13:37:50,True,normal
2342,538,1499,2026-07-26,2026-07-26 21:56:31,completed,65.0,2026-07-26,2026-07-26 23:01:31,True,normal
2343,538,1500,2026-08-04,2026-08-04 20:09:51,completed,40.0,2026-08-04,2026-08-04 20:49:51,True,normal
2344,538,1501,2026-08-06,2026-08-06 20:01:50,completed,33.0,2026-08-06,2026-08-06 20:34:50,True,normal
2345,538,1502,2026-08-10,2026-08-10 20:38:03,completed,39.0,2026-08-10,2026-08-10 21:17:03,True,normal
2346,539,1181,2026-05-15,2026-05-15 22:49:48,completed,50.0,2026-05-15,2026-05-15 23:39:48,True,normal
2347,540,1928,2026-06-07,2026-06-07 16:51:00,completed,12.0,2026-06-07,2026-06-07 17:03:00,True,normal
2348,540,1929,2026-06-07,2026-06-07 10:22:32,completed,,2026-06-07,2026-06-07 10:49:32,True,was_negative
2349,540,1930,2026-06-09,2026-06-09 22:57:41,completed,18.0,2026-06-09,2026-06-09 23:15:41,True,normal
2350,541,1397,2026-07-19,2026-07-19 11:33:12,completed,14.0,2026-07-19,2026-07-19 11:47:12,True,normal
2351,541,1398,2026-08-02,2026-08-02 18:04:11,in_progress,30.0,,,True,normal
2352,541,1399,2026-08-13,2026-08-13 22:29:23,completed,46.0,2026-08-13,2026-08-13 23:15:23,True,normal
2353,541,1400,2026-09-06,2026-09-06 17:52:08,completed,34.0,2026-09-06,2026-09-06 18:26:08,True,normal
2354,541,1401,2026-09-19,2026-09-19 16:00:19,completed,13.0,2026-09-19,2026-09-19 16:13:19,True,normal
2355,541,1402,2026-10-10,2026-10-10 21:04:40,completed,295.0,2026-10-10,2026-10-12 08:04:40,True,was_extreme_outlier
2356,541,1403,2026-11-02,2026-11-02 18:42:36,completed,35.0,2026-11-02,2026-11-02 19:17:36,True,normal
2357,541,1404,2026-11-20,2026-11-20 21:26:38,completed,27.0,2026-11-20,2026-11-20 21:53:38,True,normal
2358,541,1405,2026-12-14,2026-12-14 22:05:29,completed,17.0,2026-12-14,2026-12-14 22:22:29,True,normal
2359,542,1415,2026-04-21,2026-04-21 12:47:03,completed,12.0,2026-04-21,2026-04-21 12:59:03,True,normal
2360,542,1416,2026-05-05,2026-05-05 22:23:45,completed,28.0,2026-05-05,2026-05-05 22:51:45,True,normal
2361,542,1417,2026-05-19,2026-05-19 16:13:20,completed,24.0,2026-05-19,2026-05-19 16:37:20,True,normal
2362,542,1418,2026-06-06,2026-06-06 09:44:14,completed,10.0,2026-06-06,2026-06-06 09:54:14,True,normal
2363,542,1419,2026-06-18,2026-06-18 21:47:43,completed,63.0,2026-06-18,2026-06-18 22:50:43,True,normal
2364,542,1420,2026-06-23,2026-06-23 20:50:38,completed,28.0,2026-06-23,2026-06-23 21:18:38,True,normal
2365,542,1421,2026-07-08,2026-07-08 11:58:28,completed,20.0,2026-07-08,2026-07-08 12:18:28,True,normal
2366,543,1191,2026-04-19,2026-04-19 15:04:40,completed,45.0,2026-04-19,2026-04-19 15:49:40,True,normal
2367,543,1192,2026-04-24,2026-04-24 12:01:03,completed,37.0,2026-04-24,2026-04-24 12:38:03,True,normal
2368,543,1193,2026-04-27,2026-04-27 21:03:22,completed,38.0,2026-04-27,2026-04-27 21:41:22,True,normal
2369,544,630,2026-04-26,2026-04-26 20:54:41,completed,59.0,2026-04-26,2026-04-26 21:53:41,True,normal
2370,545,1822,2025-11-28,2025-11-28 15:55:57,completed,68.0,2025-11-28,2025-11-28 17:03:57,True,normal
2371,545,1823,2025-12-05,2025-12-05 20:38:26,completed,44.0,2025-12-05,2025-12-05 21:22:26,True,normal
2372,545,1824,2025-12-07,2025-12-07 19:38:20,completed,5.0,2025-12-07,2025-12-07 19:43:20,True,normal
2373,546,1703,2025-09-27,2025-09-27 11:33:37,completed,27.0,2025-09-27,2025-09-27 12:00:37,True,normal
2374,546,1704,2025-09-27,2025-09-27 16:58:38,completed,29.0,2025-09-27,2025-09-27 17:27:38,True,normal
2375,546,1705,,,in_progress,21.0,,,False,normal
2376,547,819,2025-09-18,2025-09-18 08:08:25,completed,48.0,2025-09-18,2025-09-18 08:56:25,True,normal
2377,547,820,2025-09-21,2025-09-21 02:04:15,completed,19.0,2025-09-21,2025-09-21 02:23:15,True,normal
2378,547,821,2025-09-29,2025-09-29 15:30:05,completed,25.0,2025-09-29,2025-09-29 15:55:05,True,normal
2379,547,822,2025-10-08,2025-10-08 11:40:41,completed,34.0,2025-10-08,2025-10-08 12:14:41,True,normal
2380,547,823,2025-10-17,2025-10-17 08:27:42,completed,48.0,2025-10-17,2025-10-17 09:15:42,True,normal
2381,547,824,2025-10-22,2025-10-22 10:44:23,completed,35.0,2025-10-22,2025-10-22 11:19:23,True,normal
2382,547,825,2025-10-24,2025-10-24 19:01:55,completed,53.0,2025-10-24,2025-10-24 19:54:55,True,normal
2383,547,826,2025-10-30,2025-10-30 20:49:09,in_progress,,,,True,was_negative
2384,549,947,2026-06-14,2026-06-14 09:54:28,completed,18.0,2026-06-14,2026-06-14 10:12:28,True,normal
2385,549,948,2026-06-21,2026-06-21 09:51:57,completed,36.0,2026-06-21,2026-06-21 10:27:57,True,normal
2386,549,949,2026-06-27,2026-06-27 13:42:19,completed,69.0,2026-06-27,2026-06-27 14:51:19,True,normal
2387,549,950,2026-07-04,2026-07-04 11:02:29,completed,51.0,2026-07-04,2026-07-04 11:53:29,True,normal
